vehicle_id,vehicle_model,vehicle_age_years,total_km_driven,battery_health_percent,state_of_charge_percent,charging_cycles,temperature_avg,fault_code,failure_type,remaining_useful_life,component_health_score,component_name,maintenance_type,last_service_date,service_count,repair_cost,downtime_hours,maintenance_priority,next_service_due,vehicle_risk_score,maintenance_overdue_flag,downtime_category,motor_vibration,power_consumption,brake_pad_wear,route_roughness,failure_probability,days_since_service
EV_2098,BYD Seal,1.3,27471,96.3778,92.1449,158,60.0931,P1_BMS_FAULT,Battery Management System Fault,208.5054,88.5612,Battery Pack,Battery Inspection,2025-08-10,3,15891.0,22.0,Medium,2026-09-07,18.58,True,Medium,0.2333,27.7267,0.1866,0.983,0,340
EV_2099,Tesla Model S,0.5,18654,91.9621,95.9953,192,35.9675,NONE,No Failure,270.3775,86.4049,Software,Software Update,2025-05-20,1,8736.0,2.0,Low,2026-10-16,6.67,True,Low,0.4442,24.0956,0.245,0.2309,0,422
EV_2100,Mahindra XUV400 EV,1.3,20402,94.0596,89.108,196,38.7564,NONE,No Failure,12.5093,72.5637,Brake System,Brake Service,2025-05-20,4,8266.0,16.0,Medium,2026-09-24,29.21,True,Medium,0.2117,28.3608,0.9892,0.1517,0,422
EV_2101,Tesla Model S,0.8,35501,97.9423,91.0599,661,37.4254,P2_THERMAL_WARNING,Thermal Management Issue,257.6131,72.9495,Cooling System,Cooling System Repair,2025-10-31,2,25171.0,14.0,Low,2026-12-04,6.69,True,Medium,0.4352,25.0511,0.2456,0.2724,0,258
EV_2102,Mahindra XUV400 EV,1.5,39472,92.8493,91.2521,182,59.4897,NONE,No Failure,267.6649,72.4537,Electronics,Preventive Maintenance,2025-05-20,4,4546.0,4.0,Low,2026-12-11,14.74,True,Low,0.2183,26.2487,0.2915,0.2559,0,422
EV_2103,Tesla Model 3,2.2,80475,95.5223,94.7322,525,44.1597,NONE,No Failure,263.5066,71.6592,Electronics,Preventive Maintenance,2026-01-24,7,6354.0,7.0,Low,2026-12-21,10.42,False,Low,0.4885,29.0406,0.2557,0.2799,0,173
EV_2104,Kia EV6,0.5,20814,94.8734,91.3785,627,43.169,NONE,No Failure,266.5487,92.1034,Software,Software Update,2025-09-04,1,4722.0,7.0,Low,2026-11-26,8.28,True,Low,0.4655,20.6786,0.2913,0.1309,0,315
EV_2105,Kia EV6,0.6,16103,93.9952,93.6045,132,40.0693,NONE,No Failure,270.6837,94.1193,Software,Software Update,2025-09-20,1,8700.0,2.0,Low,2026-12-28,7.37,True,Low,0.4327,76.1063,0.153,0.2769,0,299
EV_2106,Kia EV6,1.5,36861,94.7479,80.6115,567,38.7271,NONE,No Failure,227.085,97.2066,Software,Software Update,2025-05-05,4,8764.0,4.0,Low,2026-11-17,11.32,True,Low,0.367,28.0025,0.1038,0.2078,0,437
EV_2107,BYD Seal,0.5,16631,91.5757,91.9866,107,42.5808,NONE,No Failure,249.3968,87.1418,Software,Software Update,2025-07-30,1,4509.0,3.0,Low,2026-12-03,10.52,True,Low,0.4183,21.0809,0.1175,0.2251,0,351
EV_2108,MG ZS EV,2.3,74588,93.4775,80.7972,128,41.8575,NONE,No Failure,36.8097,96.494,Software,Software Update,2026-05-16,5,3963.0,4.0,Medium,2026-08-25,29.34,False,Low,0.2282,26.1195,0.1599,0.2125,0,61
EV_2109,BYD Atto 3,1.6,43639,91.5117,81.7026,133,42.7866,NONE,No Failure,252.0861,97.1139,Software,Software Update,2026-05-06,3,5777.0,8.0,Low,2026-12-09,11.53,False,Low,0.2712,22.2004,0.263,0.2302,0,71
EV_2110,Tata Tigor EV,2.0,66106,91.5673,80.2541,154,42.2483,NONE,No Failure,293.9184,80.0365,Electronics,Preventive Maintenance,2026-02-11,3,13943.0,6.0,Low,2026-11-07,8.29,False,Low,0.211,28.6841,0.1318,0.1009,0,155
EV_2111,Kia EV6,0.9,38755,91.3744,96.8357,182,56.9159,P2_THERMAL_WARNING,Thermal Management Issue,280.5551,14.0588,Cooling System,Cooling System Repair,2025-10-22,2,48944.0,19.0,Low,2026-12-16,12.7,True,Medium,0.3568,29.8245,0.118,0.2924,0,267
EV_2112,MG Comet EV,1.8,52253,92.9733,86.4888,163,36.3207,NONE,No Failure,202.5998,72.408,Electronics,Preventive Maintenance,2025-11-01,5,5721.0,5.0,Low,2026-12-26,13.49,True,Low,0.4871,78.5714,0.2787,0.217,0,257
EV_2113,Hyundai Kona Electric,2.2,45985,91.2716,86.0085,187,36.6097,NONE,No Failure,30.2028,85.1991,Software,Software Update,2026-02-06,6,2678.0,3.0,Medium,2026-10-06,28.87,True,Low,0.3483,22.1785,0.1771,0.2772,0,160
EV_2114,MG ZS EV,1.6,42106,90.106,91.115,125,59.266,P1_BMS_FAULT,Battery Management System Fault,216.0317,92.2754,Battery Pack,Battery Inspection,2025-11-26,2,15602.0,10.0,Medium,2026-10-10,19.9,True,Low,0.2291,21.5236,0.1754,0.2578,0,232
EV_2115,MG Comet EV,0.9,24141,97.4763,82.7892,161,40.7916,NONE,No Failure,202.0519,23.3788,Charging System,Charging System Repair,2025-05-22,2,17645.0,22.0,Low,2026-10-26,12.58,True,Medium,0.2468,25.4062,0.2074,0.226,0,420
EV_2116,Tesla Model 3,1.6,30293,90.9242,98.308,173,52.1062,NONE,No Failure,244.6639,71.5821,Electronics,Preventive Maintenance,2026-01-30,3,5397.0,7.0,Low,2026-10-27,15.12,False,Low,0.3418,29.4881,0.1165,0.9248,0,167
EV_2117,Tesla Model S,0.5,9943,92.4096,82.6435,168,56.4881,NONE,No Failure,281.8793,91.7709,Brake System,Brake Service,2025-10-30,1,5621.0,10.0,Low,2027-01-06,11.73,True,Low,1.1576,23.123,0.7536,0.1212,0,259
EV_2118,Tata Nexon EV,0.9,31983,94.4453,93.1356,570,37.0971,NONE,No Failure,265.6216,88.2965,Software,Software Update,2025-10-06,1,4629.0,7.0,Low,2026-11-18,7.08,True,Low,0.2088,25.2457,0.214,0.2298,0,283
EV_2119,Tesla Model Y,0.6,15111,97.7575,97.2073,157,57.7064,NONE,No Failure,293.9036,24.2859,Charging System,Charging System Repair,2025-11-09,2,20539.0,22.0,Low,2026-10-17,9.6,True,Medium,0.3239,29.4594,0.2297,0.211,0,249
EV_2120,Hyundai Kona Electric,1.7,74200,91.0259,82.4469,156,55.4885,NONE,No Failure,271.5358,88.2798,Software,Software Update,2025-07-06,5,6068.0,3.0,Low,2026-11-09,13.97,True,Low,0.3488,20.0511,0.2636,0.118,0,375
EV_2121,BYD Atto 3,1.8,40154,94.2835,83.5858,140,57.0728,NONE,No Failure,280.9906,99.8793,Software,Software Update,2025-07-29,3,2801.0,4.0,Low,2026-12-29,12.79,True,Low,0.4839,28.4179,0.1554,0.1652,0,352
EV_2122,BYD Seal,0.5,8984,91.3964,92.0782,578,45.2444,NONE,No Failure,246.6509,82.8717,Electronics,Preventive Maintenance,2025-10-23,1,11573.0,6.0,Low,2026-11-15,11.6,True,Low,0.2676,24.5533,0.2673,0.2623,0,266
EV_2123,MG ZS EV,4.8,180505,54.0196,88.6002,143,34.3572,NONE,No Failure,220.5875,1.3262,Battery Pack,Battery Replacement,2026-05-08,13,186007.0,211.0,Medium,2026-08-20,26.25,False,High,1.5605,29.0823,0.2751,0.8931,0,69
EV_2124,Mahindra XUV400 EV,2.2,91148,94.995,81.5753,192,44.5111,NONE,No Failure,25.5963,79.4113,Electronics,Preventive Maintenance,2026-01-08,4,8548.0,6.0,Medium,2026-09-28,30.51,True,Low,0.4988,76.8552,0.1306,0.727,0,189
EV_2125,MG Comet EV,0.5,11672,93.4097,5.3432,169,33.5107,NONE,No Failure,217.3488,77.0804,Electronics,Preventive Maintenance,2026-02-25,1,5176.0,5.0,Low,2026-11-01,9.92,False,Low,1.1212,26.4121,0.2425,0.2326,0,141
EV_2126,Tesla Model Y,0.5,10531,96.4044,86.6657,182,37.546,P2_THERMAL_WARNING,Thermal Management Issue,261.7111,83.0076,Cooling System,Cooling System Repair,2025-11-25,1,27813.0,39.0,Low,2026-11-15,6.53,True,Medium,0.4247,69.2082,0.2797,0.1336,0,233
EV_2127,Kia EV6,0.8,16458,98.1573,88.8009,197,39.6247,NONE,No Failure,265.0659,89.6578,Software,Software Update,2026-02-12,2,7073.0,4.0,Low,2026-10-15,6.67,False,Low,0.4674,20.0173,0.2766,0.7353,0,154
EV_2128,MG Comet EV,1.7,52123,94.6327,8.958,681,60.412,NONE,No Failure,221.0095,87.726,Software,Software Update,2026-04-16,4,4354.0,2.0,Low,2026-12-08,18.58,False,Low,1.3295,20.251,0.1629,0.1545,0,91
EV_2129,BYD Seal,1.3,37768,91.6061,95.1513,177,61.3409,NONE,No Failure,258.1483,20.5488,Brake System,Brake Service,2026-04-14,3,10269.0,12.0,Low,2026-11-24,16.25,False,Medium,0.2878,24.1218,0.9981,0.18,0,93
EV_2130,MG Comet EV,2.2,50123,93.3126,5.9754,131,39.6844,NONE,No Failure,279.782,93.0386,Software,Software Update,2026-01-09,4,5559.0,3.0,Low,2027-01-01,8.39,True,Low,0.268,20.5661,0.2299,0.1921,0,188
EV_2131,MG Comet EV,1.3,21262,98.8081,88.6621,668,36.9524,NONE,No Failure,277.621,70.7403,Electronics,Preventive Maintenance,2026-05-21,4,7262.0,11.0,Low,2026-11-14,5.15,False,Low,0.2822,20.8533,0.135,0.2725,0,56
EV_2132,Tesla Model Y,1.4,41223,97.8058,94.1767,154,40.5047,P1_BMS_FAULT,Battery Management System Fault,278.3254,86.376,Battery Pack,Battery Inspection,2025-09-10,3,11008.0,22.0,Low,2026-11-02,6.56,True,Medium,0.4114,20.2825,0.2071,0.1219,0,309
EV_2133,MG Comet EV,4.9,214522,58.2698,91.5331,119,37.9049,NONE,No Failure,265.3217,80.9112,Battery Pack,Battery Replacement,2026-05-12,9,119772.0,134.0,Medium,2026-08-25,22.41,False,High,0.338,72.5303,0.2357,0.2646,0,65
EV_2134,Kia EV6,2.6,89896,97.5113,80.4885,126,35.4285,NONE,No Failure,220.027,99.8288,Software,Software Update,2026-03-28,5,3731.0,5.0,Low,2026-11-02,11.25,False,Low,0.2085,26.7487,0.1464,0.1091,0,110
EV_2135,Tata Tigor EV,0.5,14933,99.3858,84.2433,559,42.2896,NONE,No Failure,288.9805,0.9177,Charging System,Charging System Repair,2025-07-18,1,30936.0,22.0,Low,2026-11-24,4.79,True,Medium,1.6845,71.9626,0.2944,0.2855,0,363
EV_2136,BYD Seal,0.5,9160,93.5106,91.9622,179,66.2552,NONE,No Failure,1.8724,86.5112,Cooling System,Cooling System Repair,2025-10-13,1,25711.0,36.0,Medium,2026-08-21,37.67,True,Medium,0.3149,27.8919,0.1604,0.155,0,276
EV_2137,Tesla Model 3,2.3,51918,94.9269,94.7305,128,42.5552,NONE,No Failure,202.0543,95.5642,Brake System,Brake Service,2025-12-11,6,14330.0,4.0,Low,2026-11-20,15.35,True,Low,1.5955,29.4909,0.8258,0.1318,0,217
EV_2138,Hyundai Ioniq 5,5.3,126369,45.9633,88.3181,123,41.1983,NONE,No Failure,262.54,73.5192,Battery Pack,Battery Replacement,2026-04-16,14,180617.0,126.0,Medium,2026-10-06,27.74,True,High,1.6872,23.4744,0.1384,0.1083,0,91
EV_2139,Hyundai Kona Electric,0.8,30355,98.2717,94.4579,584,67.2279,NONE,No Failure,215.0459,87.2901,Cooling System,Cooling System Repair,2026-04-22,2,21258.0,18.0,Low,2026-12-23,19.08,False,Medium,1.1011,61.0144,0.126,0.1754,0,85
EV_2140,Ather 450X,2.1,86733,94.4912,2.0368,129,33.2971,NONE,No Failure,285.5226,87.8131,Software,Software Update,2026-04-14,6,1909.0,6.0,Low,2026-12-11,5.53,False,Low,0.4463,29.0398,0.2778,0.1473,0,93
EV_2141,Tata Nexon EV,0.5,21025,93.5672,84.7975,122,57.7139,NONE,No Failure,0.9407,76.3579,Brake System,Brake Service,2025-10-02,1,22053.0,4.0,Medium,2026-10-08,35.17,True,Low,0.2018,20.2514,0.96,0.1729,0,287
EV_2142,Tata Tigor EV,0.5,22269,94.1126,88.863,159,45.9663,P0_MOTOR_FAILURE,Motor Drive Failure,220.069,81.0599,Battery Pack,Battery Replacement,2025-05-02,1,61141.0,159.0,Medium,2026-10-01,13.22,True,High,0.4997,29.3208,0.1606,0.1057,0,440
EV_2143,Hyundai Kona Electric,0.5,22236,90.1122,93.5206,119,56.498,NONE,No Failure,246.6657,96.2369,Software,Software Update,2026-03-07,1,6148.0,7.0,Low,2026-12-12,15.36,False,Low,1.412,27.7226,0.1687,0.1992,0,131
EV_2144,Ather 450X,0.8,34872,90.6793,97.7932,190,38.2692,NONE,No Failure,296.9293,76.5764,Electronics,Preventive Maintenance,2026-03-26,2,6190.0,12.0,Low,2026-12-31,5.85,False,Medium,0.3161,21.5795,0.2045,0.1787,0,112
EV_2145,Mahindra XUV400 EV,1.8,30878,90.2057,81.88,177,46.3235,NONE,No Failure,43.9015,99.9219,Software,Software Update,2025-08-05,4,2924.0,4.0,Medium,2026-08-23,30.55,True,Low,0.4508,28.4072,0.1212,0.192,0,345
EV_2146,Tesla Model 3,1.8,34441,91.1331,91.7322,125,37.6091,NONE,No Failure,268.8721,76.7568,Electronics,Preventive Maintenance,2025-07-27,4,3503.0,4.0,Low,2026-12-27,8.91,True,Low,0.3037,25.9138,0.142,0.212,0,354
EV_2147,Tata Nexon EV,1.1,26547,95.7773,82.5889,155,40.4847,NONE,No Failure,15.1888,91.8974,Software,Software Update,2026-03-08,3,9101.0,7.0,Medium,2026-09-02,28.78,True,Low,0.2873,20.7164,0.2089,0.7567,0,130
EV_2148,Mahindra XUV400 EV,0.5,15793,96.1939,82.6078,139,44.2708,NONE,No Failure,208.6702,72.9921,Electronics,Preventive Maintenance,2025-12-04,1,8150.0,4.0,Low,2026-12-19,13.03,True,Low,0.3903,23.3662,0.2089,0.837,0,224
EV_2149,Tesla Model 3,0.5,8955,90.4837,85.3675,132,49.5168,P1_BMS_FAULT,Battery Management System Fault,204.1484,92.7904,Battery Pack,Battery Inspection,2025-09-10,1,10140.0,9.0,Medium,2026-10-09,16.7,True,Low,0.3211,60.7636,0.1898,0.2242,0,309
EV_2150,Mahindra XUV400 EV,1.0,40374,95.532,82.1229,192,42.9475,NONE,No Failure,242.309,94.4038,Software,Software Update,2026-02-20,2,7671.0,8.0,Low,2026-11-28,30.56,False,Low,0.3701,21.4423,0.2997,0.2771,1,146
EV_2151,Tata Tigor EV,0.7,23452,93.5031,87.3324,546,35.6685,NONE,No Failure,257.7118,90.413,Software,Software Update,2026-01-02,2,1350.0,8.0,Low,2026-10-22,7.38,True,Low,0.4311,27.9806,0.1988,0.2667,0,195
EV_2152,Ola S1 Pro,1.2,37525,96.2955,84.904,181,41.4499,NONE,No Failure,212.4302,99.2646,Software,Software Update,2025-12-14,2,6081.0,6.0,Low,2026-11-17,12.58,True,Low,0.3073,24.317,0.1725,0.1439,0,214
EV_2153,Tata Tigor EV,1.3,25947,97.4557,87.464,159,42.8308,NONE,No Failure,299.3611,23.993,Charging System,Charging System Repair,2025-09-11,3,23827.0,28.0,Low,2026-11-20,5.51,True,Medium,0.4066,65.9597,0.1958,0.129,0,308
EV_2154,Hyundai Kona Electric,1.0,22598,95.5054,6.6956,688,41.2518,P1_BMS_FAULT,Battery Management System Fault,296.4008,25.6462,Battery Pack,Battery Inspection,2026-01-08,2,13302.0,9.0,Low,2027-01-07,5.55,True,Low,0.2791,22.6573,0.9564,0.267,0,189
EV_2155,BYD Seal,1.2,23771,98.7729,99.4537,120,38.5909,P2_THERMAL_WARNING,Thermal Management Issue,33.0154,78.362,Brake System,Brake Service,2025-12-08,2,7478.0,5.0,Medium,2026-10-11,25.93,True,Low,1.1463,24.6592,0.9721,0.2833,0,220
EV_2156,Tesla Model Y,1.6,64893,90.1537,89.1079,167,59.1206,NONE,No Failure,249.0634,84.0449,Electronics,Preventive Maintenance,2026-02-16,3,14431.0,6.0,Low,2026-12-05,17.09,False,Low,0.434,74.1513,0.2523,0.1998,0,150
EV_2157,MG Comet EV,1.8,58548,90.6419,81.0356,153,57.0264,NONE,No Failure,256.1469,71.8433,Electronics,Preventive Maintenance,2025-10-03,5,5861.0,4.0,Low,2027-01-08,15.94,True,Low,1.1147,79.1908,0.28,0.1346,0,286
EV_2158,MG ZS EV,0.5,18527,98.9564,94.4339,180,42.4583,P2_THERMAL_WARNING,Thermal Management Issue,49.9016,81.7091,Brake System,Brake Service,2026-03-08,1,18569.0,15.0,Medium,2026-09-11,24.89,True,Medium,0.4202,29.5996,0.8465,0.2137,0,130
EV_2159,Kia EV6,0.6,14329,97.8656,5.4636,107,34.8642,NONE,No Failure,207.9584,99.802,Brake System,Brake Service,2026-02-07,2,19942.0,4.0,Low,2026-11-21,9.87,False,Low,0.3687,20.6368,0.9833,0.1307,0,159
EV_2160,Ather 450X,1.6,41820,90.4811,81.1532,101,35.9948,NONE,No Failure,299.8325,86.1571,Software,Software Update,2026-03-02,4,4096.0,5.0,Low,2026-12-29,5.83,False,Low,0.202,25.1074,0.2596,0.2557,0,136
EV_2161,BYD Seal,1.8,48862,93.5499,84.479,174,44.0792,NONE,No Failure,203.1469,72.0983,Electronics,Preventive Maintenance,2025-08-16,3,4569.0,11.0,Low,2026-12-14,15.6,True,Low,0.494,20.2559,0.1152,0.1011,0,334
EV_2162,Hyundai Kona Electric,0.5,18900,98.59,80.9435,122,54.2994,P1_BMS_FAULT,Battery Management System Fault,33.8659,73.6243,Battery Pack,Battery Inspection,2025-05-13,1,9450.0,20.0,High,2026-08-08,29.89,True,Medium,0.3393,27.3455,0.2889,0.1589,0,429
EV_2163,Hyundai Kona Electric,1.3,49622,95.7025,97.4383,194,41.8271,NONE,No Failure,1.3785,72.4487,Electronics,Preventive Maintenance,2025-11-05,2,12684.0,6.0,Medium,2026-09-12,30.56,True,Low,1.1791,29.1294,0.2676,0.2748,0,253
EV_2164,Hyundai Kona Electric,0.6,12723,96.58,90.1531,641,42.4958,P1_BMS_FAULT,Battery Management System Fault,215.9443,80.2669,Battery Pack,Battery Inspection,2026-03-07,2,18598.0,15.0,Medium,2026-09-27,11.88,True,Medium,0.3475,26.5267,0.1148,0.2122,0,131
EV_2165,Mahindra XUV400 EV,0.5,21623,99.7327,89.1139,171,34.2875,P1_BMS_FAULT,Battery Management System Fault,217.7014,77.7755,Battery Pack,Battery Inspection,2025-07-23,1,19054.0,17.0,Medium,2026-09-30,8.22,True,Medium,1.8321,23.4569,0.1321,0.7753,0,358
EV_2166,Tata Tigor EV,2.0,37239,91.7183,97.0102,132,55.8768,NONE,No Failure,32.1545,97.3983,Brake System,Brake Service,2026-01-18,5,9526.0,13.0,Medium,2026-09-14,34.15,True,Medium,0.2772,23.9111,0.8498,0.1879,0,179
EV_2167,Tesla Model S,0.5,20942,90.9746,83.3123,103,43.3071,NONE,No Failure,235.8268,9.6044,Charging System,Charging System Repair,2025-06-18,1,27409.0,18.0,Low,2026-10-17,12.05,True,Medium,0.3063,27.9189,0.1437,0.1702,0,393
EV_2168,Hyundai Ioniq 5,4.6,82855,45.4258,82.6557,103,36.0014,P1_BMS_FAULT,Battery Management System Fault,16.5918,92.7656,Battery Pack,Battery Replacement,2026-05-17,14,80207.0,120.0,Critical,2026-07-23,46.11,True,High,0.4255,22.2967,0.2198,0.1428,0,60
EV_2169,Tesla Model 3,4.4,100919,46.2241,96.7823,140,42.9828,NONE,No Failure,200.8969,78.4514,Battery Pack,Battery Replacement,2026-02-18,8,192072.0,206.0,High,2026-08-03,32.39,True,High,0.4291,27.1294,0.1039,0.2541,0,148
EV_2170,Tesla Model Y,0.5,20197,96.3256,83.081,194,58.3236,NONE,No Failure,208.163,93.811,Software,Software Update,2025-07-04,1,4743.0,8.0,Low,2026-11-25,17.25,True,Low,0.2057,26.1352,0.2166,0.1418,0,377
EV_2171,Tesla Model Y,0.5,10192,93.8659,81.0522,188,40.9503,NONE,No Failure,38.3887,95.8616,Software,Software Update,2026-02-09,1,7422.0,5.0,Medium,2026-09-21,26.93,True,Low,0.2426,75.5654,0.2267,0.2408,0,157
EV_2172,Kia EV6,5.3,145257,55.9617,84.7037,173,46.3903,P1_BMS_FAULT,Battery Management System Fault,252.1218,83.2639,Battery Pack,Battery Replacement,2026-04-15,8,187026.0,76.0,High,2026-08-13,27.17,True,High,0.4592,23.0171,0.1867,0.1356,0,92
EV_2173,BYD Atto 3,0.5,14248,99.0859,81.0081,183,35.3862,NONE,No Failure,240.3952,78.3593,Electronics,Preventive Maintenance,2026-01-16,1,14914.0,8.0,Low,2026-11-04,6.86,True,Low,0.2736,24.5928,0.289,0.1933,0,181
EV_2174,BYD Atto 3,0.9,20122,97.5581,94.0946,526,40.0629,NONE,No Failure,247.8098,89.4322,Software,Software Update,2025-12-24,2,5398.0,8.0,Low,2026-12-24,8.52,True,Low,1.6142,77.5345,0.223,0.1359,0,204
EV_2175,Hyundai Kona Electric,1.7,61723,96.9057,92.0264,126,54.3492,NONE,No Failure,257.491,72.0466,Electronics,Preventive Maintenance,2026-03-10,5,7098.0,12.0,Low,2026-12-13,13.04,False,Medium,1.4269,29.9104,0.2017,0.112,0,128
EV_2176,BYD Atto 3,2.2,89188,92.9434,93.2253,554,46.1964,P2_THERMAL_WARNING,Thermal Management Issue,232.7608,76.561,Cooling System,Cooling System Repair,2025-12-15,5,28704.0,26.0,Low,2026-10-19,14.37,True,Medium,0.4537,21.8882,0.2742,0.1094,0,213
EV_2177,Tesla Model S,1.0,41237,94.488,90.034,127,54.8974,NONE,No Failure,211.3102,12.2967,Charging System,Charging System Repair,2026-01-25,2,13211.0,11.0,Low,2026-11-15,37.04,False,Low,0.4829,29.4604,0.1823,0.1906,1,172
EV_2178,Ola S1 Pro,1.9,47841,96.4634,81.7089,193,69.1211,NONE,No Failure,284.5548,4.8015,Cooling System,Cooling System Repair,2025-11-24,3,10029.0,33.0,Low,2026-11-11,15.56,True,Medium,0.3435,26.2934,0.1646,0.137,0,234
EV_2179,MG ZS EV,1.4,43296,91.025,4.6255,156,38.5363,P2_THERMAL_WARNING,Thermal Management Issue,279.2147,91.223,Cooling System,Cooling System Repair,2025-10-06,4,28363.0,42.0,Low,2027-01-02,7.93,True,Medium,0.2119,24.066,0.1509,0.1215,0,283
EV_2180,Ather 450X,3.8,85318,57.8809,86.9792,539,38.1757,P2_THERMAL_WARNING,Thermal Management Issue,241.2667,89.2621,Battery Pack,Battery Replacement,2026-03-05,9,215082.0,231.0,Medium,2026-10-10,23.46,True,High,0.2882,25.1819,0.2237,0.1655,0,133
EV_2181,Tesla Model S,4.8,107251,49.2395,81.0595,112,50.156,NONE,No Failure,271.4044,98.5856,Battery Pack,Battery Replacement,2026-03-03,13,156650.0,80.0,Medium,2026-10-04,28.18,True,High,0.306,27.0964,0.1873,0.1585,0,135
EV_2182,MG ZS EV,0.5,9919,92.7168,81.3252,101,56.1769,P2_THERMAL_WARNING,Thermal Management Issue,262.6732,90.5737,Cooling System,Cooling System Repair,2026-05-01,1,40187.0,22.0,Low,2026-12-01,13.15,False,Medium,0.4146,24.2766,0.2836,0.2699,0,76
EV_2183,BYD Atto 3,0.5,21600,96.4009,90.8781,126,43.1898,NONE,No Failure,235.5389,72.7252,Electronics,Preventive Maintenance,2025-04-26,1,5135.0,8.0,Low,2026-11-28,10.41,True,Low,0.26,20.5453,0.2069,0.1193,0,446
EV_2184,MG ZS EV,1.0,41640,92.1597,85.7742,178,43.4369,P1_BMS_FAULT,Battery Management System Fault,297.9873,98.1138,Battery Pack,Battery Inspection,2026-03-24,2,11741.0,9.0,Low,2026-11-12,7.08,False,Low,0.4037,22.7142,0.119,0.1058,0,114
EV_2185,Hyundai Kona Electric,1.8,68977,92.661,81.9681,100,42.1273,NONE,No Failure,293.722,85.533,Software,Software Update,2025-12-17,3,6518.0,8.0,Low,2026-12-23,7.73,True,Low,0.2834,23.5512,0.2537,0.2979,0,211
EV_2186,Tesla Model S,7.1,216762,44.9028,89.9378,121,52.3214,P2_THERMAL_WARNING,Thermal Management Issue,287.3194,97.2376,Battery Pack,Battery Replacement,2026-06-09,15,119535.0,90.0,High,2026-08-02,31.23,True,High,0.39,26.8279,0.1784,0.2743,0,37
EV_2187,Hyundai Ioniq 5,0.5,14859,90.9176,88.7759,171,49.4086,NONE,No Failure,283.2262,87.4699,Software,Software Update,2025-09-06,1,1127.0,6.0,Low,2026-11-08,9.95,True,Low,0.46,25.4168,0.138,0.1789,0,313
EV_2188,Tata Nexon EV,1.3,40160,94.9229,95.6204,187,39.1811,NONE,No Failure,2.0853,21.5275,Charging System,Charging System Repair,2025-08-10,3,10350.0,30.0,Medium,2026-08-24,29.95,True,Medium,0.4033,24.4984,0.2291,0.1193,0,340
EV_2189,Tata Tigor EV,0.5,15549,97.812,98.9416,173,43.8194,NONE,No Failure,44.2385,80.4373,Electronics,Preventive Maintenance,2025-06-14,1,14132.0,10.0,Medium,2026-09-14,26.12,True,Low,0.2691,27.277,0.2786,0.1185,0,397
EV_2190,BYD Atto 3,1.7,47663,91.8479,80.3644,182,51.5629,P0_MOTOR_FAILURE,Motor Drive Failure,222.4537,83.3514,Battery Pack,Battery Replacement,2026-01-17,4,171027.0,200.0,Medium,2026-09-02,16.64,True,High,0.4071,25.0864,0.2281,0.8792,0,180
EV_2191,BYD Seal,1.3,24638,90.3852,94.1148,105,35.3644,P2_THERMAL_WARNING,Thermal Management Issue,263.8983,78.226,Cooling System,Cooling System Repair,2025-05-19,2,16906.0,21.0,Low,2026-11-01,8.34,True,Medium,0.3849,26.393,0.1756,0.1301,0,423
EV_2192,BYD Seal,3.5,65695,53.2081,90.1254,118,45.9531,P2_THERMAL_WARNING,Thermal Management Issue,200.0373,91.8394,Battery Pack,Battery Replacement,2026-05-04,7,101764.0,211.0,High,2026-08-06,30.31,True,High,0.3242,26.0,0.272,0.2874,0,73
EV_2193,Hyundai Ioniq 5,1.4,60994,98.0872,92.2671,154,56.6399,NONE,No Failure,269.3477,22.1096,Charging System,Charging System Repair,2026-03-05,3,9265.0,18.0,Low,2026-12-31,32.07,False,Medium,0.2208,25.1953,0.2591,0.9435,1,133
EV_2194,Ather 450X,5.5,162035,42.1438,11.3278,189,55.1999,NONE,No Failure,219.9525,90.2561,Battery Pack,Battery Replacement,2026-05-24,14,238956.0,82.0,High,2026-08-09,36.85,True,High,0.4732,20.3086,0.9396,0.1827,0,53
EV_2195,Tesla Model Y,0.6,26158,94.1238,95.805,165,42.3446,NONE,No Failure,200.7863,90.5055,Software,Software Update,2025-10-17,1,1974.0,4.0,Low,2026-12-28,13.84,True,Low,0.2393,21.0626,0.2557,0.1229,0,272
EV_2196,Hyundai Ioniq 5,0.5,9954,98.6046,99.5179,180,60.0039,NONE,No Failure,296.585,95.8718,Software,Software Update,2025-08-26,1,7835.0,4.0,Low,2027-01-05,9.7,True,Low,0.412,21.7588,0.2084,0.2699,0,324
EV_2197,Tesla Model Y,0.5,15816,98.5499,83.7445,156,37.6267,NONE,No Failure,288.5278,72.4342,Electronics,Preventive Maintenance,2025-06-25,1,5883.0,8.0,Low,2027-01-04,3.68,True,Low,0.2557,23.3629,0.2625,0.282,0,386
EV_2198,Hyundai Ioniq 5,1.1,23355,97.7194,80.3423,142,33.946,NONE,No Failure,239.5056,18.4955,Charging System,Charging System Repair,2026-02-14,2,18740.0,14.0,Low,2026-11-15,7.54,False,Medium,0.4852,20.2573,0.1067,0.162,0,152
EV_2199,Ather 450X,0.5,11298,99.678,82.8344,128,42.6777,P2_THERMAL_WARNING,Thermal Management Issue,257.1938,74.2468,Cooling System,Cooling System Repair,2026-01-10,1,17326.0,29.0,Low,2027-01-01,7.47,True,Medium,0.3591,27.5756,0.1822,0.9277,0,187
