fleet_id,vehicle_id,current_vehicle_make,current_vehicle_model,vehicle_type,fuel_type,vehicle_age_years,purchase_year,daily_distance_km,monthly_distance_km,operating_days_per_month,average_trip_distance_km,usage_pattern,fuel_cost_monthly,maintenance_cost_monthly,vehicle_value,remaining_life_years,payload_requirement_kg,required_range_km,charging_window_hours,depot_location,ev_suitable,recommended_ev_type,electrification_priority,recommended_ev_model,estimated_annual_savings,carbon_reduction_percent,readiness_score,annual_fuel_cost,annual_maintenance_cost,total_annual_operating_cost,vehicle_replacement_priority
FLEET_161,VH_44048,Hyundai,Creta,Minivan,Diesel,1.9,2025,189.0,4725.0,25,57.0,Urban,33142.0,8649.0,487000.0,9.6,771.0,270.0,10,Delhi,True,Light Commercial,High,Tata Ace Ev,253000.0,55.0,81.0,397704.0,103788.0,501492.0,High
FLEET_320,VH_38395,Toyota,Fortuner,Sedan,Diesel,9.6,2017,61.0,1464.0,24,27.0,Urban,9639.0,2859.0,381000.0,2.4,409.0,83.0,10,Nagpur,True,Passenger,Medium,Tata Nexon Ev,78000.0,54.0,59.0,115668.0,34308.0,149976.0,High
FLEET_001,VH_95316,Mahindra,Cj340,Suv,Petrol,2.7,2024,111.0,2775.0,25,42.0,Urban,24189.0,5443.0,944000.0,8.6,611.0,160.0,6,Chennai,True,Passenger,High,Mahindra E2O,166000.0,53.0,98.0,290268.0,65316.0,355584.0,High
FLEET_315,VH_68595,Skoda,Kushaq,Suv,Petrol,3.4,2023,112.0,2688.0,24,39.0,Urban,22997.0,4984.0,1617000.0,8.0,500.0,154.0,6,Hyderabad,True,Passenger,High,Kia E-Seltos,160000.0,58.0,88.0,275964.0,59808.0,335772.0,High
FLEET_317,VH_55888,Hyundai,Verna,Sedan,Petrol,1.4,2025,53.0,1272.0,24,20.0,Urban,11484.0,3066.0,917000.0,9.8,348.0,78.0,6,Delhi,True,Passenger,High,Toyota E-Innova,81000.0,59.0,93.0,137808.0,36792.0,174600.0,Medium
FLEET_213,VH_95016,Tvs,King,Three-Wheeler,Cng,7.1,2019,26.0,676.0,26,10.0,Urban,1175.0,810.0,52000.0,4.4,302.0,60.0,7,Ahmedabad,True,L3 Category,Medium,Ashok Leyland Ev,11000.0,72.0,77.0,14100.0,9720.0,23820.0,High
FLEET_263,VH_81956,Tata,Lpt,Delivery Van,Cng,10.8,2016,119.0,2856.0,24,30.0,Rural,12529.0,6105.0,292000.0,1.5,1226.0,182.0,8,Pune,True,Light Commercial,Medium,Tata Ace Ev,112000.0,60.0,75.0,150348.0,73260.0,223608.0,Critical
FLEET_275,VH_19160,Ashok Leyland,Stile,Three-Wheeler,Cng,4.5,2022,35.0,910.0,26,16.0,Urban,1606.0,1374.0,59000.0,6.6,302.0,60.0,6,Mumbai,True,L3 Category,High,Bajaj Ev,18000.0,64.0,85.0,19272.0,16488.0,35760.0,Medium
FLEET_025,VH_62888,Kia,Seltos,Sedan,Petrol,10.6,2016,90.0,2070.0,23,35.0,Urban,18203.0,4738.0,187000.0,1.4,447.0,124.0,10,Nagpur,True,Passenger,High,Mahindra E2O,122000.0,58.0,85.0,218436.0,56856.0,275292.0,Critical
FLEET_259,VH_67645,Hyundai,E-Oniq,Suv,Petrol,5.6,2021,119.0,2737.0,23,38.0,Urban,22114.0,6488.0,1182000.0,6.1,733.0,156.0,9,Mumbai,True,Passenger,High,Maruti E-Swift,177000.0,68.0,88.0,265368.0,77856.0,343224.0,High
FLEET_183,VH_69210,Tata,Magic,Suv,Petrol,9.6,2017,48.0,1152.0,24,12.0,Urban,10263.0,1964.0,818000.0,2.2,730.0,60.0,10,Nagpur,True,Passenger,High,Tata Nexon Ev,65000.0,67.0,79.0,123156.0,23568.0,146724.0,High
FLEET_251,VH_24567,Skoda,Kushaq,Sedan,Diesel,1.3,2025,123.0,2952.0,24,38.0,Urban,24467.0,5941.0,528000.0,9.5,315.0,160.0,10,Mumbai,True,Passenger,High,Skoda E-Slavia,179000.0,51.0,78.0,293604.0,71292.0,364896.0,High
FLEET_357,VH_36100,Eicher,Pro 3015,Truck,Diesel,4.8,2022,300.0,7800.0,26,107.0,Highway,56525.0,15784.0,2694000.0,7.1,8170.0,462.0,3,Delhi,False,Heavy Commercial,Low,Tata Prima Ev,442000.0,60.0,40.0,678300.0,189408.0,867708.0,High
FLEET_327,VH_89867,Mercedes,Eqc,Suv,Petrol,7.7,2019,78.0,1794.0,23,22.0,Mixed,13170.0,4100.0,565000.0,4.1,612.0,94.0,7,Chennai,True,Passenger,Medium,Toyota E-Innova,111000.0,63.0,74.0,158040.0,49200.0,207240.0,Critical
FLEET_014,VH_61687,Mercedes,Eqc,Minivan,Diesel,2.3,2024,124.0,3100.0,25,34.0,Urban,20652.0,5417.0,470000.0,9.5,983.0,190.0,8,Jaipur,True,Light Commercial,High,Tata Magic Ev,140000.0,54.0,89.0,247824.0,65004.0,312828.0,High
FLEET_356,VH_11364,Eicher,Pro 2049,Delivery Van,Diesel,6.3,2020,171.0,4104.0,24,43.0,Urban,27511.0,8649.0,330000.0,5.2,786.0,223.0,6,Ahmedabad,True,Light Commercial,Medium,Force Ev,218000.0,52.0,75.0,330132.0,103788.0,433920.0,Critical
FLEET_158,VH_14218,Volvo,B7R,Truck,Cng,4.5,2022,277.0,7202.0,26,85.0,Highway,41032.0,14879.0,1321000.0,6.5,8759.0,389.0,5,Mumbai,True,Heavy Commercial,Medium,Volvo Fm Ev,374000.0,67.0,78.0,492384.0,178548.0,670932.0,Critical
FLEET_050,VH_82393,Mahindra,Scorpio,Sedan,Petrol,8.2,2018,56.0,1400.0,25,15.0,Urban,9182.0,3044.0,405000.0,3.4,482.0,69.0,9,Ahmedabad,True,Passenger,Medium,Mahindra E2O,66000.0,62.0,68.0,110184.0,36528.0,146712.0,High
FLEET_043,VH_84742,Mahindra,Verito,Suv,Petrol,2.8,2024,59.0,1416.0,24,17.0,Urban,12718.0,2949.0,1108000.0,8.6,521.0,79.0,10,Bangalore,True,Passenger,High,Hyundai E-Creta,85000.0,62.0,97.0,152616.0,35388.0,188004.0,High
FLEET_285,VH_41916,Ashok Leyland,Boss,Truck,Diesel,2.3,2024,286.0,6864.0,24,77.0,Highway,54693.0,17281.0,1570000.0,8.6,10520.0,410.0,4,Delhi,True,Heavy Commercial,Medium,Eicher Ev,361000.0,51.0,54.0,656316.0,207372.0,863688.0,High
FLEET_323,VH_73531,Scania,G410,Truck,Diesel,5.7,2021,201.0,4824.0,24,53.0,Highway,39313.0,11387.0,1636000.0,5.9,6409.0,327.0,3,Ahmedabad,False,Heavy Commercial,Low,Bharatbenz Ev,274000.0,48.0,34.0,471756.0,136644.0,608400.0,High
FLEET_218,VH_92772,Toyota,Innova,Minivan,Diesel,1.7,2025,93.0,2418.0,26,45.0,Mixed,11717.0,4508.0,803000.0,9.2,654.0,139.0,7,Chennai,True,Light Commercial,High,Tata Ace Ev,101000.0,52.0,77.0,140604.0,54096.0,194700.0,Medium
FLEET_292,VH_34083,Tata,Ultra,Delivery Van,Diesel,8.1,2018,184.0,4784.0,26,79.0,Mixed,28331.0,6605.0,457000.0,3.8,1373.0,294.0,5,Hyderabad,True,Light Commercial,Medium,Mahindra Ev,188000.0,62.0,61.0,339972.0,79260.0,419232.0,Critical
FLEET_262,VH_02770,Maruti,Eeco,Delivery Van,Diesel,0.5,2026,150.0,3900.0,26,40.0,Rural,24625.0,7139.0,1051000.0,10.8,1298.0,226.0,5,Kolkata,True,Light Commercial,Medium,Tata Winger Ev,216000.0,52.0,59.0,295500.0,85668.0,381168.0,High
FLEET_340,VH_22844,Hyundai,Aura,Minivan,Diesel,4.0,2022,153.0,3672.0,24,43.0,Urban,20542.0,7141.0,654000.0,7.0,745.0,217.0,7,Jaipur,True,Light Commercial,High,Tata Ace Ev,178000.0,56.0,77.0,246504.0,85692.0,332196.0,High
FLEET_285,VH_64995,Skoda,Slavia,Suv,Petrol,7.8,2019,61.0,1525.0,25,17.0,Urban,13342.0,3508.0,764000.0,4.0,432.0,78.0,10,Pune,True,Passenger,High,Skoda E-Slavia,93000.0,69.0,87.0,160104.0,42096.0,202200.0,Critical
FLEET_090,VH_56166,Force,Urbania,Delivery Van,Cng,6.4,2020,176.0,4224.0,24,59.0,Rural,17308.0,6235.0,299000.0,5.1,1094.0,265.0,7,Ahmedabad,True,Light Commercial,Medium,Tata Magic Ev,114000.0,74.0,71.0,207696.0,74820.0,282516.0,High
FLEET_066,VH_28664,Toyota,Glanza,Suv,Petrol,8.6,2018,96.0,2400.0,25,32.0,Urban,15019.0,4100.0,722000.0,3.4,594.0,121.0,9,Bangalore,True,Passenger,High,Mercedes E-Glc,124000.0,52.0,93.0,180228.0,49200.0,229428.0,Critical
FLEET_030,VH_05843,Tvs,King,Three-Wheeler,Petrol,3.4,2023,33.0,825.0,25,11.0,Urban,2773.0,1430.0,75000.0,8.0,219.0,60.0,9,Jaipur,True,L3 Category,High,Piaggio Ape Ev,26000.0,58.0,83.0,33276.0,17160.0,50436.0,Medium
FLEET_257,VH_63515,Mercedes,Glc,Suv,Diesel,4.1,2022,56.0,1288.0,23,21.0,Urban,8718.0,2958.0,862000.0,6.9,485.0,68.0,6,Nagpur,True,Passenger,Medium,Hyundai E-Oniq,65000.0,62.0,66.0,104616.0,35496.0,140112.0,High
FLEET_316,VH_46646,Volvo,Fm420,Truck,Diesel,2.5,2024,320.0,7680.0,24,97.0,Mixed,63145.0,19942.0,2491000.0,9.2,7274.0,488.0,7,Kolkata,True,Heavy Commercial,Low,Scania Ev,462000.0,60.0,46.0,757740.0,239304.0,997044.0,High
FLEET_265,VH_70889,Skoda,Slavia,Sedan,Diesel,5.3,2021,102.0,2550.0,25,28.0,Urban,16625.0,6054.0,442000.0,5.7,304.0,142.0,10,Pune,True,Passenger,High,Hyundai E-Creta,143000.0,52.0,76.0,199500.0,72648.0,272148.0,High
FLEET_192,VH_75092,Maruti,Alto,Passenger,Petrol,2.5,2024,38.0,950.0,25,10.0,Urban,6126.0,1915.0,803000.0,9.1,391.0,60.0,8,Delhi,True,Passenger,High,Maruti E-Swift,48000.0,53.0,87.0,73512.0,22980.0,96492.0,Medium
FLEET_079,VH_27939,Tata,Harrier,Delivery Van,Diesel,10.9,2016,148.0,3552.0,24,54.0,Urban,24697.0,7705.0,186000.0,1.4,923.0,224.0,6,Pune,True,Light Commercial,Medium,Tata Magic Ev,217000.0,50.0,74.0,296364.0,92460.0,388824.0,Critical
FLEET_244,VH_18131,Kia,Seltos,Sedan,Diesel,11.1,2015,60.0,1500.0,25,23.0,Mixed,9709.0,2866.0,230000.0,1.4,499.0,83.0,8,Hyderabad,True,Passenger,Medium,Maruti E-Swift,66000.0,53.0,64.0,116508.0,34392.0,150900.0,Critical
FLEET_215,VH_74716,Mahindra,E2O,Minivan,Cng,8.1,2018,128.0,3200.0,25,42.0,Urban,14919.0,4642.0,409000.0,3.6,963.0,192.0,6,Pune,True,Light Commercial,High,Force Ev,130000.0,62.0,92.0,179028.0,55704.0,234732.0,Critical
FLEET_008,VH_44666,Kia,Seltos,Suv,Diesel,4.5,2022,96.0,2304.0,24,34.0,Urban,16843.0,5501.0,705000.0,7.3,498.0,140.0,7,Mumbai,True,Passenger,Medium,Mercedes E-Glc,125000.0,45.0,67.0,202116.0,66012.0,268128.0,High
FLEET_211,VH_90040,Tata,Winger,Passenger,Diesel,1.9,2025,108.0,2700.0,25,41.0,Urban,16004.0,4884.0,293000.0,8.8,342.0,135.0,8,Ahmedabad,True,Passenger,High,Skoda E-Slavia,142000.0,48.0,85.0,192048.0,58608.0,250656.0,High
FLEET_266,VH_37018,Tata,Lpt,Suv,Petrol,4.8,2022,108.0,2700.0,25,37.0,Mixed,23289.0,4786.0,964000.0,6.3,466.0,134.0,7,Nagpur,True,Passenger,High,Mercedes E-Glc,180000.0,69.0,82.0,279468.0,57432.0,336900.0,High
FLEET_372,VH_98156,Maruti,Swift,Delivery Van,Diesel,11.4,2015,116.0,2784.0,24,50.0,Mixed,20822.0,6255.0,266000.0,1.4,1164.0,162.0,6,Bangalore,True,Light Commercial,Medium,Maruti E-Eeco,149000.0,52.0,51.0,249864.0,75060.0,324924.0,Critical
FLEET_341,VH_85544,Kia,Seltos,Sedan,Petrol,3.1,2023,62.0,1426.0,23,19.0,Urban,10322.0,3277.0,772000.0,8.8,368.0,83.0,10,Hyderabad,True,Passenger,High,Mercedes E-Glc,84000.0,68.0,85.0,123864.0,39324.0,163188.0,Medium
FLEET_116,VH_24842,Mahindra,Bolero,Three-Wheeler,Cng,0.7,2026,39.0,975.0,25,13.0,Urban,2108.0,1348.0,74000.0,10.3,323.0,60.0,7,Hyderabad,True,L3 Category,High,Tvs Ev,22000.0,62.0,89.0,25296.0,16176.0,41472.0,Medium
FLEET_342,VH_09139,Skoda,Slavia,Passenger,Diesel,4.6,2022,97.0,2231.0,23,29.0,Urban,16174.0,5619.0,471000.0,6.5,268.0,135.0,8,Chennai,True,Passenger,Medium,Tata Nexon Ev,143000.0,61.0,82.0,194088.0,67428.0,261516.0,High
FLEET_107,VH_63712,Eicher,Pro 3015,Delivery Van,Diesel,10.2,2016,183.0,4392.0,24,69.0,Mixed,31220.0,7910.0,313000.0,1.8,825.0,272.0,6,Mumbai,True,Light Commercial,Medium,Tata Magic Ev,256000.0,44.0,43.0,374640.0,94920.0,469560.0,Critical
FLEET_036,VH_97097,Eicher,Pro 2099,Delivery Van,Diesel,12.0,2014,180.0,4500.0,25,55.0,Urban,31778.0,6677.0,223000.0,1.4,1244.0,237.0,8,Delhi,True,Light Commercial,Medium,Tata Ace Ev,197000.0,61.0,63.0,381336.0,80124.0,461460.0,Critical
FLEET_106,VH_10835,Maruti,Swift,Delivery Van,Diesel,9.5,2017,127.0,3302.0,26,41.0,Mixed,15536.0,5500.0,434000.0,2.2,641.0,200.0,8,Bangalore,True,Light Commercial,Medium,Tata Winger Ev,107000.0,51.0,52.0,186432.0,66000.0,252432.0,Critical
FLEET_058,VH_05687,Kia,Seltos,Suv,Diesel,5.4,2021,95.0,2375.0,25,40.0,Mixed,15110.0,4209.0,596000.0,6.3,716.0,137.0,8,Mumbai,True,Passenger,Medium,Tata Nexon Ev,134000.0,57.0,64.0,181320.0,50508.0,231828.0,High
FLEET_039,VH_78434,Eicher,Pro 3015,Heavy Commercial,Diesel,8.6,2018,205.0,5330.0,26,68.0,Highway,38926.0,13197.0,1844000.0,2.9,11318.0,303.0,4,Kolkata,False,Heavy Commercial,Low,Scania Ev,351000.0,56.0,34.0,467112.0,158364.0,625476.0,High
FLEET_224,VH_37498,Maruti,Vitara,Sedan,Diesel,0.9,2026,51.0,1275.0,25,15.0,Mixed,8573.0,2876.0,834000.0,9.7,439.0,68.0,6,Mumbai,True,Passenger,Medium,Maruti E-Swift,74000.0,51.0,77.0,102876.0,34512.0,137388.0,Medium
FLEET_199,VH_85270,Maruti,Brezza,Delivery Van,Diesel,10.0,2016,186.0,4650.0,25,55.0,Mixed,26576.0,9645.0,301000.0,1.8,1127.0,255.0,6,Chennai,True,Light Commercial,Medium,Mahindra Ev,222000.0,51.0,55.0,318912.0,115740.0,434652.0,Critical
FLEET_330,VH_65648,Tata,Curvv,Suv,Diesel,4.4,2022,96.0,2400.0,25,26.0,Urban,13720.0,5008.0,503000.0,7.0,710.0,135.0,10,Nagpur,True,Passenger,High,Tata Nexon Ev,105000.0,45.0,81.0,164640.0,60096.0,224736.0,High
FLEET_057,VH_98252,Mahindra,Verito,Passenger,Petrol,10.6,2016,82.0,1968.0,24,33.0,Urban,17161.0,3434.0,173000.0,1.3,289.0,114.0,6,Jaipur,True,Passenger,High,Mercedes E-Glc,127000.0,71.0,69.0,205932.0,41208.0,247140.0,Critical
FLEET_218,VH_65972,Bharatbenz,1917R,Truck,Diesel,10.3,2016,371.0,8904.0,24,140.0,Mixed,68450.0,20891.0,688000.0,1.6,6245.0,530.0,8,Mumbai,False,Heavy Commercial,Low,Bharatbenz Ev,562000.0,50.0,34.0,821400.0,250692.0,1072092.0,Critical
FLEET_274,VH_47340,Tata,Tiago,Delivery Van,Diesel,1.5,2025,194.0,4850.0,25,51.0,Urban,23838.0,7657.0,1059000.0,9.6,815.0,270.0,9,Hyderabad,True,Light Commercial,High,Mahindra Ev,161000.0,54.0,75.0,286056.0,91884.0,377940.0,High
FLEET_277,VH_67472,Mahindra,Cj340,Minivan,Cng,10.5,2016,105.0,2730.0,26,41.0,Urban,10348.0,4949.0,187000.0,1.4,858.0,155.0,9,Ahmedabad,True,Light Commercial,High,Tata Ace Ev,86000.0,65.0,84.0,124176.0,59388.0,183564.0,Critical
FLEET_009,VH_02707,Force,Traveller,Delivery Van,Cng,2.4,2024,202.0,5050.0,25,84.0,Urban,21812.0,10910.0,1130000.0,8.3,1299.0,284.0,7,Nagpur,True,Light Commercial,High,Mahindra Ev,200000.0,73.0,81.0,261744.0,130920.0,392664.0,High
FLEET_338,VH_40392,Bajaj,Qute,Three-Wheeler,Cng,0.7,2026,30.0,750.0,25,9.0,Urban,1520.0,1327.0,77000.0,9.9,328.0,60.0,8,Jaipur,True,L3 Category,High,Atul Ev,14000.0,67.0,92.0,18240.0,15924.0,34164.0,Medium
FLEET_392,VH_84529,Toyota,Fortuner,Minivan,Cng,3.2,2023,89.0,2314.0,26,28.0,Mixed,10595.0,3563.0,742000.0,8.1,618.0,127.0,8,Hyderabad,True,Light Commercial,High,Tata Ace Ev,72000.0,79.0,84.0,127140.0,42756.0,169896.0,Medium
FLEET_327,VH_83875,Mahindra,Verito,Passenger,Petrol,1.2,2025,117.0,2691.0,23,42.0,Urban,20096.0,6955.0,332000.0,10.6,286.0,153.0,9,Kolkata,True,Passenger,High,Tata Nexon Ev,167000.0,69.0,96.0,241152.0,83460.0,324612.0,High
FLEET_041,VH_65566,Ashok Leyland,Partner,Three-Wheeler,Petrol,7.3,2019,47.0,1175.0,25,22.0,Urban,3856.0,1519.0,68000.0,4.4,207.0,60.0,6,Bangalore,True,L3 Category,High,Tvs Ev,34000.0,58.0,83.0,46272.0,18228.0,64500.0,High
FLEET_396,VH_57562,Skoda,Kushaq,Light Commercial,Petrol,3.1,2023,69.0,1587.0,23,20.0,Urban,12179.0,3898.0,623000.0,8.0,1003.0,97.0,7,Nagpur,True,Light Commercial,High,Tata Winger Ev,107000.0,51.0,96.0,146148.0,46776.0,192924.0,Medium
FLEET_336,VH_62407,Mercedes,Glc,Suv,Diesel,7.5,2019,61.0,1403.0,23,23.0,Urban,11185.0,3497.0,765000.0,4.3,749.0,88.0,10,Mumbai,True,Passenger,Medium,Kia E-Seltos,88000.0,59.0,69.0,134220.0,41964.0,176184.0,High
FLEET_365,VH_74134,Skoda,Slavia,Sedan,Petrol,8.7,2018,119.0,2856.0,24,51.0,Mixed,19626.0,5805.0,423000.0,3.2,399.0,145.0,5,Ahmedabad,True,Passenger,High,Kia E-Seltos,174000.0,59.0,73.0,235512.0,69660.0,305172.0,Critical
FLEET_346,VH_87638,Skoda,Kushaq,Suv,Diesel,6.5,2020,119.0,2856.0,24,34.0,Urban,20246.0,5189.0,827000.0,5.0,584.0,178.0,10,Jaipur,True,Passenger,Medium,Tata Nexon Ev,165000.0,59.0,59.0,242952.0,62268.0,305220.0,High
FLEET_227,VH_32349,Bharatbenz,1317R,Truck,Diesel,11.9,2015,374.0,9350.0,25,123.0,Mixed,71487.0,20052.0,321000.0,1.4,6185.0,542.0,7,Mumbai,False,Heavy Commercial,Low,Eicher Ev,522000.0,59.0,29.0,857844.0,240624.0,1098468.0,Critical
FLEET_090,VH_97045,Eicher,Pro 2099,Delivery Van,Diesel,4.4,2022,132.0,3300.0,25,41.0,Mixed,18154.0,6174.0,856000.0,6.9,1319.0,190.0,6,Ahmedabad,True,Light Commercial,Medium,Force Ev,136000.0,61.0,78.0,217848.0,74088.0,291936.0,High
FLEET_160,VH_95287,Tata,Magic,Truck,Diesel,10.6,2016,273.0,6552.0,24,77.0,Mixed,63218.0,17807.0,903000.0,1.3,9977.0,387.0,6,Jaipur,False,Heavy Commercial,Low,Ashok Leyland Ev,532000.0,63.0,37.0,758616.0,213684.0,972300.0,Critical
FLEET_078,VH_95803,Tata,Nexon,Sedan,Petrol,7.3,2019,70.0,1610.0,23,18.0,Mixed,13911.0,3315.0,440000.0,4.5,474.0,101.0,7,Chennai,True,Passenger,Medium,Kia E-Seltos,88000.0,56.0,68.0,166932.0,39780.0,206712.0,Critical
FLEET_377,VH_15119,Eicher,Pro 2099,Delivery Van,Cng,3.6,2023,162.0,4212.0,26,72.0,Mixed,15178.0,7884.0,716000.0,8.0,703.0,238.0,5,Delhi,True,Light Commercial,High,Tata Winger Ev,127000.0,62.0,94.0,182136.0,94608.0,276744.0,High
FLEET_339,VH_29401,Eicher,Pro 3015,Heavy Commercial,Petrol,7.7,2019,310.0,7750.0,25,78.0,Highway,74786.0,21048.0,989000.0,3.8,8719.0,510.0,3,Pune,False,Heavy Commercial,Low,Volvo Fm Ev,496000.0,62.0,47.0,897432.0,252576.0,1150008.0,High
FLEET_166,VH_47697,Scania,R560,Heavy Commercial,Petrol,5.2,2021,229.0,5725.0,25,86.0,Highway,56901.0,15538.0,2484000.0,6.4,11072.0,343.0,6,Jaipur,True,Heavy Commercial,Medium,Eicher Ev,456000.0,56.0,56.0,682812.0,186456.0,869268.0,Critical
FLEET_017,VH_68472,Ashok Leyland,Dost,Three-Wheeler,Cng,11.9,2015,46.0,1196.0,26,15.0,Urban,2616.0,1800.0,14000.0,1.4,188.0,60.0,6,Pune,True,L3 Category,Medium,Ashok Leyland Ev,20000.0,62.0,73.0,31392.0,21600.0,52992.0,High
FLEET_364,VH_51631,Eicher,Pro 2099,Delivery Van,Cng,0.5,2026,187.0,4675.0,25,84.0,Mixed,23986.0,10156.0,693000.0,10.4,663.0,268.0,5,Mumbai,True,Light Commercial,High,Maruti E-Eeco,201000.0,63.0,90.0,287832.0,121872.0,409704.0,High
FLEET_255,VH_57533,Mahindra,Scorpio,Delivery Van,Diesel,10.3,2016,100.0,2600.0,26,36.0,Urban,14057.0,5014.0,171000.0,1.4,775.0,150.0,7,Bangalore,True,Light Commercial,Medium,Mahindra Ev,125000.0,65.0,59.0,168684.0,60168.0,228852.0,Critical
FLEET_158,VH_14033,Ashok Leyland,Avatar,Truck,Diesel,5.0,2021,344.0,8256.0,24,136.0,Mixed,74361.0,17584.0,2843000.0,6.2,8148.0,511.0,5,Mumbai,False,Heavy Commercial,Low,Scania Ev,509000.0,50.0,38.0,892332.0,211008.0,1103340.0,High
FLEET_294,VH_67707,Ashok Leyland,Stile,Three-Wheeler,Petrol,1.5,2025,27.0,702.0,26,8.0,Urban,2209.0,1130.0,84000.0,10.0,184.0,60.0,8,Bangalore,True,L3 Category,High,Ashok Leyland Ev,21000.0,61.0,74.0,26508.0,13560.0,40068.0,Medium
FLEET_126,VH_14984,Ashok Leyland,Stile,Truck,Cng,10.4,2016,241.0,5784.0,24,106.0,Highway,41752.0,13108.0,451000.0,1.6,7228.0,378.0,6,Nagpur,True,Heavy Commercial,Medium,Volvo Fm Ev,349000.0,70.0,57.0,501024.0,157296.0,658320.0,Critical
FLEET_095,VH_47076,Toyota,Innova,Suv,Petrol,8.0,2018,41.0,984.0,24,14.0,Urban,7490.0,1878.0,458000.0,3.6,451.0,61.0,8,Bangalore,True,Passenger,Medium,Hyundai E-Creta,66000.0,55.0,75.0,89880.0,22536.0,112416.0,High
FLEET_071,VH_28555,Mahindra,Bolero,Minivan,Diesel,4.0,2022,133.0,3192.0,24,47.0,Urban,22843.0,6995.0,570000.0,7.8,651.0,189.0,7,Ahmedabad,True,Light Commercial,Medium,Maruti E-Eeco,170000.0,59.0,71.0,274116.0,83940.0,358056.0,High
FLEET_261,VH_71480,Atul,Shakti,Three-Wheeler,Cng,4.8,2022,36.0,936.0,26,12.0,Urban,1918.0,1267.0,83000.0,6.2,271.0,60.0,8,Pune,True,L3 Category,High,Mahindra Ev,20000.0,62.0,84.0,23016.0,15204.0,38220.0,Medium
FLEET_039,VH_54361,Force,Traveller,Delivery Van,Diesel,6.1,2020,109.0,2725.0,25,34.0,Urban,15946.0,4944.0,495000.0,5.4,1256.0,168.0,9,Nagpur,True,Light Commercial,Medium,Force Ev,143000.0,61.0,65.0,191352.0,59328.0,250680.0,High
FLEET_192,VH_45222,Mercedes,Glc,Light Commercial,Petrol,0.7,2026,45.0,1080.0,24,15.0,Urban,9786.0,2329.0,1110000.0,11.0,1149.0,60.0,8,Bangalore,True,Light Commercial,High,Tata Magic Ev,64000.0,54.0,88.0,117432.0,27948.0,145380.0,Medium
FLEET_038,VH_01462,Mercedes,Glc,Suv,Diesel,5.2,2021,71.0,1633.0,23,18.0,Mixed,13672.0,2992.0,1367000.0,6.4,424.0,105.0,5,Hyderabad,True,Passenger,Medium,Mercedes E-Glc,96000.0,45.0,68.0,164064.0,35904.0,199968.0,High
FLEET_298,VH_35653,Tata,Ultra,Delivery Van,Cng,0.8,2026,196.0,4704.0,24,62.0,Urban,21976.0,9787.0,783000.0,10.5,622.0,257.0,6,Pune,True,Light Commercial,High,Tata Ace Ev,191000.0,69.0,91.0,263712.0,117444.0,381156.0,High
FLEET_074,VH_74578,Kia,Seltos,Suv,Diesel,11.4,2015,105.0,2520.0,24,45.0,Mixed,19284.0,4269.0,396000.0,1.3,460.0,142.0,5,Pune,True,Passenger,Medium,Mercedes E-Glc,158000.0,48.0,49.0,231408.0,51228.0,282636.0,Critical
FLEET_143,VH_73123,Piaggio,Apé,Three-Wheeler,Cng,3.4,2023,46.0,1150.0,25,16.0,Urban,2343.0,1893.0,53000.0,7.8,235.0,60.0,8,Delhi,True,L3 Category,High,Tvs Ev,22000.0,64.0,90.0,28116.0,22716.0,50832.0,Medium
FLEET_017,VH_22883,Tata,Xenon,Sedan,Petrol,11.1,2015,36.0,864.0,24,10.0,Urban,5944.0,2124.0,279000.0,1.3,335.0,60.0,9,Jaipur,True,Passenger,Medium,Hyundai E-Oniq,44000.0,54.0,62.0,71328.0,25488.0,96816.0,Critical
FLEET_298,VH_11115,Hyundai,Verna,Suv,Petrol,2.1,2024,119.0,2975.0,25,44.0,Urban,22616.0,4928.0,728000.0,9.7,573.0,150.0,7,Kolkata,True,Passenger,High,Mahindra E2O,166000.0,58.0,99.0,271392.0,59136.0,330528.0,High
FLEET_094,VH_51995,Tata,Curvv,Suv,Petrol,7.9,2019,125.0,3000.0,24,44.0,Urban,21218.0,5063.0,470000.0,3.6,486.0,157.0,7,Ahmedabad,True,Passenger,High,Toyota E-Innova,178000.0,53.0,91.0,254616.0,60756.0,315372.0,Critical
FLEET_380,VH_17510,Skoda,Slavia,Sedan,Diesel,9.2,2017,48.0,1152.0,24,16.0,Urban,9019.0,2414.0,351000.0,2.4,445.0,60.0,9,Hyderabad,True,Passenger,Medium,Toyota E-Innova,62000.0,60.0,62.0,108228.0,28968.0,137196.0,High
FLEET_364,VH_93544,Kia,Sonet,Suv,Petrol,2.2,2024,58.0,1392.0,24,26.0,Urban,11299.0,2991.0,992000.0,8.3,530.0,82.0,8,Kolkata,True,Passenger,High,Maruti E-Swift,90000.0,66.0,99.0,135588.0,35892.0,171480.0,Medium
FLEET_246,VH_09611,Hyundai,Aura,Light Commercial,Petrol,1.5,2025,35.0,805.0,23,11.0,Urban,6736.0,1461.0,774000.0,9.0,1058.0,60.0,9,Nagpur,True,Light Commercial,High,Force Ev,42000.0,54.0,83.0,80832.0,17532.0,98364.0,Medium
FLEET_157,VH_75986,Piaggio,Apé,Three-Wheeler,Petrol,4.5,2022,31.0,775.0,25,9.0,Urban,2180.0,1246.0,81000.0,6.5,345.0,60.0,10,Mumbai,True,L3 Category,Medium,Ashok Leyland Ev,18000.0,57.0,66.0,26160.0,14952.0,41112.0,Medium
